project_id,student_id,language_or_technology,usage_percentage
PRJ00295,STU0185,Node.js,67
PRJ00295,STU0185,MongoDB,38
PRJ00296,STU0122,Python,25
PRJ00296,STU0122,FastAPI,67
PRJ00296,STU0122,Machine Learning,48
PRJ00297,STU0045,Docker,45
PRJ00297,STU0045,Git,55
PRJ00297,STU0045,Node.js,69
PRJ00298,STU0022,React,69
PRJ00298,STU0022,Firebase,64
PRJ00299,STU0039,HTML/CSS,32
PRJ00299,STU0039,JavaScript,96
PRJ00300,STU0274,React,62
PRJ00300,STU0274,Node.js,27
PRJ00300,STU0274,MongoDB,59
PRJ00301,STU0215,HTML/CSS,41
PRJ00301,STU0215,JavaScript,60
PRJ00302,STU0230,Python,66
PRJ00302,STU0230,FastAPI,78
PRJ00302,STU0230,Machine Learning,50
PRJ00303,STU0215,HTML/CSS,99
PRJ00303,STU0215,JavaScript,15
PRJ00304,STU0357,Java,75
PRJ00304,STU0357,SQL,88
PRJ00305,STU0407,React,80
PRJ00305,STU0407,Node.js,87
PRJ00305,STU0407,MongoDB,72
PRJ00306,STU0273,Java,73
PRJ00306,STU0273,SQL,43
PRJ00307,STU0197,HTML/CSS,73
PRJ00307,STU0197,JavaScript,57
PRJ00308,STU0106,Java,88
PRJ00308,STU0106,SQL,44
PRJ00309,STU0304,React,97
PRJ00309,STU0304,Node.js,46
PRJ00309,STU0304,MongoDB,93
PRJ00310,STU0363,React,40
PRJ00310,STU0363,Node.js,46
PRJ00310,STU0363,MongoDB,74
PRJ00311,STU0363,React,52
PRJ00311,STU0363,Node.js,27
PRJ00311,STU0363,MongoDB,85
PRJ00312,STU0274,Python,55
PRJ00312,STU0274,Data Science,34
PRJ00312,STU0274,SQL,67
PRJ00313,STU0475,Java,68
PRJ00313,STU0475,SQL,42
PRJ00314,STU0274,JavaScript,13
PRJ00314,STU0274,React,40
PRJ00314,STU0274,Node.js,70
PRJ00314,STU0274,SQL,59
PRJ00315,STU0167,JavaScript,69
PRJ00315,STU0167,React,63
PRJ00315,STU0167,Node.js,81
PRJ00315,STU0167,SQL,70
PRJ00316,STU0151,Python,46
PRJ00316,STU0151,Machine Learning,13
PRJ00317,STU0375,React,43
PRJ00317,STU0375,Node.js,29
PRJ00317,STU0375,MongoDB,12
PRJ00318,STU0337,Java,71
PRJ00318,STU0337,SQL,63
PRJ00319,STU0325,React,69
PRJ00319,STU0325,Firebase,55
PRJ00320,STU0138,Python,20
PRJ00320,STU0138,Data Science,49
PRJ00320,STU0138,SQL,86
PRJ00321,STU0374,React,66
PRJ00321,STU0374,Node.js,54
PRJ00321,STU0374,MongoDB,35
PRJ00322,STU0048,Python,48
PRJ00322,STU0048,Firebase,21
PRJ00323,STU0097,React,19
PRJ00323,STU0097,Firebase,50
PRJ00324,STU0159,Java,70
PRJ00324,STU0159,SQL,36
PRJ00325,STU0036,Java,93
PRJ00325,STU0036,SQL,36
PRJ00326,STU0466,Python,17
PRJ00326,STU0466,FastAPI,89
PRJ00326,STU0466,Machine Learning,85
PRJ00327,STU0373,Python,17
PRJ00327,STU0373,Machine Learning,14
PRJ00327,STU0373,Data Science,92
PRJ00328,STU0011,JavaScript,15
PRJ00328,STU0011,React,83
PRJ00328,STU0011,Node.js,45
PRJ00328,STU0011,SQL,14
PRJ00329,STU0395,JavaScript,62
PRJ00329,STU0395,React,57
PRJ00329,STU0395,Node.js,60
PRJ00329,STU0395,SQL,55
PRJ00330,STU0406,Python,74
PRJ00330,STU0406,FastAPI,29
PRJ00330,STU0406,Machine Learning,40
PRJ00331,STU0044,Python,47
PRJ00331,STU0044,Data Science,43
PRJ00331,STU0044,SQL,53
PRJ00332,STU0418,Java,41
PRJ00332,STU0418,SQL,77
PRJ00333,STU0125,Python,52
PRJ00333,STU0125,FastAPI,93
PRJ00333,STU0125,Machine Learning,94
PRJ00334,STU0423,Python,64
PRJ00334,STU0423,FastAPI,56
PRJ00334,STU0423,Machine Learning,41
PRJ00335,STU0262,Docker,53
PRJ00335,STU0262,Git,33
PRJ00335,STU0262,Node.js,35
PRJ00336,STU0013,Python,96
PRJ00336,STU0013,Data Science,26
PRJ00336,STU0013,SQL,62
PRJ00337,STU0336,React,65
PRJ00337,STU0336,Node.js,14
PRJ00337,STU0336,MongoDB,90
PRJ00338,STU0087,JavaScript,97
PRJ00338,STU0087,React,95
PRJ00338,STU0087,Node.js,11
PRJ00338,STU0087,SQL,14
PRJ00339,STU0040,React,43
PRJ00339,STU0040,Firebase,69
PRJ00340,STU0459,Python,13
PRJ00340,STU0459,FastAPI,83
PRJ00340,STU0459,Machine Learning,20
PRJ00341,STU0172,React,18
PRJ00341,STU0172,Firebase,17
PRJ00342,STU0352,React,41
PRJ00342,STU0352,Node.js,49
PRJ00342,STU0352,MongoDB,84
PRJ00343,STU0470,Python,95
PRJ00343,STU0470,Firebase,56
PRJ00344,STU0442,Docker,63
PRJ00344,STU0442,Git,19
PRJ00344,STU0442,Node.js,20
PRJ00345,STU0200,Python,86
PRJ00345,STU0200,Firebase,98
PRJ00346,STU0219,React,86
PRJ00346,STU0219,Node.js,74
PRJ00346,STU0219,MongoDB,82
PRJ00347,STU0066,Java,85
PRJ00347,STU0066,SQL,61
PRJ00348,STU0218,Python,50
PRJ00348,STU0218,Firebase,20
PRJ00349,STU0472,Python,21
PRJ00349,STU0472,Data Science,80
PRJ00349,STU0472,SQL,23
PRJ00350,STU0276,HTML/CSS,97
PRJ00350,STU0276,JavaScript,50
PRJ00351,STU0197,JavaScript,74
PRJ00351,STU0197,React,37
PRJ00351,STU0197,Node.js,67
PRJ00351,STU0197,SQL,45
PRJ00352,STU0416,React,61
PRJ00352,STU0416,Node.js,64
PRJ00352,STU0416,MongoDB,19
PRJ00353,STU0002,Python,49
PRJ00353,STU0002,Data Science,49
PRJ00353,STU0002,SQL,70
PRJ00354,STU0491,Java,67
PRJ00354,STU0491,SQL,64
PRJ00355,STU0435,Java,21
PRJ00355,STU0435,SQL,75
PRJ00356,STU0428,Java,92
PRJ00356,STU0428,SQL,92
PRJ00357,STU0029,React,62
PRJ00357,STU0029,Node.js,75
PRJ00357,STU0029,MongoDB,72
PRJ00358,STU0376,Python,95
PRJ00358,STU0376,FastAPI,10
PRJ00358,STU0376,Machine Learning,45
PRJ00359,STU0055,Python,69
PRJ00359,STU0055,FastAPI,84
PRJ00359,STU0055,Machine Learning,62
PRJ00360,STU0016,Java,61
PRJ00360,STU0016,SQL,95
PRJ00361,STU0040,Python,93
PRJ00361,STU0040,FastAPI,59
PRJ00361,STU0040,Machine Learning,80
PRJ00362,STU0381,Java,28
PRJ00362,STU0381,SQL,100
PRJ00363,STU0173,Python,88
PRJ00363,STU0173,Firebase,12
PRJ00364,STU0031,Docker,57
PRJ00364,STU0031,Git,27
PRJ00364,STU0031,Node.js,57
PRJ00365,STU0006,Java,61
PRJ00365,STU0006,SQL,53
PRJ00366,STU0425,React,86
PRJ00366,STU0425,Node.js,85
PRJ00366,STU0425,MongoDB,57
PRJ00367,STU0140,JavaScript,12
PRJ00367,STU0140,React,77
PRJ00367,STU0140,Node.js,92
PRJ00367,STU0140,SQL,89
PRJ00368,STU0317,Python,18
PRJ00368,STU0317,FastAPI,45
PRJ00368,STU0317,Machine Learning,31
PRJ00369,STU0500,HTML/CSS,99
PRJ00369,STU0500,JavaScript,39
PRJ00370,STU0335,Python,98
PRJ00370,STU0335,FastAPI,39
PRJ00370,STU0335,Machine Learning,10
PRJ00371,STU0412,Python,33
PRJ00371,STU0412,Machine Learning,83
PRJ00372,STU0054,JavaScript,100
PRJ00372,STU0054,React,33
PRJ00372,STU0054,Node.js,73
PRJ00372,STU0054,SQL,64
PRJ00373,STU0145,Java,46
PRJ00373,STU0145,SQL,12
PRJ00374,STU0006,Python,50
PRJ00374,STU0006,Machine Learning,45
PRJ00374,STU0006,Data Science,71
PRJ00375,STU0327,Docker,97
PRJ00375,STU0327,Git,40
PRJ00375,STU0327,Node.js,89
PRJ00376,STU0292,React,78
PRJ00376,STU0292,Firebase,64
PRJ00377,STU0025,Python,32
PRJ00377,STU0025,Machine Learning,29
PRJ00378,STU0385,React,18
PRJ00378,STU0385,Node.js,42
PRJ00378,STU0385,MongoDB,17
PRJ00379,STU0385,Java,55
PRJ00379,STU0385,SQL,18
PRJ00380,STU0209,Docker,37
PRJ00380,STU0209,Git,21
PRJ00380,STU0209,Node.js,78
PRJ00381,STU0301,Python,59
PRJ00381,STU0301,Machine Learning,58
PRJ00381,STU0301,Data Science,14
PRJ00382,STU0149,Java,49
PRJ00382,STU0149,SQL,72
PRJ00383,STU0048,React,49
PRJ00383,STU0048,Node.js,67
PRJ00383,STU0048,MongoDB,41
PRJ00384,STU0083,HTML/CSS,37
PRJ00384,STU0083,JavaScript,80
PRJ00385,STU0149,Python,85
PRJ00385,STU0149,Machine Learning,21
PRJ00386,STU0107,React,42
PRJ00386,STU0107,Firebase,68
PRJ00387,STU0255,JavaScript,74
PRJ00387,STU0255,React,53
PRJ00387,STU0255,Node.js,31
PRJ00387,STU0255,SQL,43
PRJ00388,STU0445,Python,68
PRJ00388,STU0445,Machine Learning,48
PRJ00388,STU0445,Data Science,48
PRJ00389,STU0161,Java,26
PRJ00389,STU0161,SQL,10
PRJ00390,STU0296,Python,34
PRJ00390,STU0296,Machine Learning,51
PRJ00391,STU0364,Python,87
PRJ00391,STU0364,Machine Learning,43
PRJ00391,STU0364,Data Science,46
PRJ00392,STU0391,Docker,23
PRJ00392,STU0391,Git,12
PRJ00392,STU0391,Node.js,96
PRJ00393,STU0250,Python,31
PRJ00393,STU0250,FastAPI,38
PRJ00393,STU0250,Machine Learning,74
PRJ00394,STU0439,React,71
PRJ00394,STU0439,Firebase,92
PRJ00395,STU0433,React,38
PRJ00395,STU0433,Firebase,55
PRJ00396,STU0212,HTML/CSS,20
PRJ00396,STU0212,JavaScript,78
PRJ00397,STU0330,Python,97
PRJ00397,STU0330,FastAPI,99
PRJ00397,STU0330,Machine Learning,62
PRJ00398,STU0437,JavaScript,62
PRJ00398,STU0437,React,49
PRJ00398,STU0437,Node.js,73
PRJ00398,STU0437,SQL,71
PRJ00399,STU0205,Java,48
PRJ00399,STU0205,SQL,22
PRJ00400,STU0343,JavaScript,36
PRJ00400,STU0343,React,21
PRJ00400,STU0343,Node.js,36
PRJ00400,STU0343,SQL,56
PRJ00401,STU0274,Docker,19
PRJ00401,STU0274,Git,74
PRJ00401,STU0274,Node.js,96
PRJ00402,STU0375,JavaScript,34
PRJ00402,STU0375,React,11
PRJ00402,STU0375,Node.js,28
PRJ00402,STU0375,SQL,55
PRJ00403,STU0169,JavaScript,75
PRJ00403,STU0169,React,57
PRJ00403,STU0169,Node.js,35
PRJ00403,STU0169,SQL,44
PRJ00404,STU0109,React,63
PRJ00404,STU0109,Node.js,50
PRJ00404,STU0109,MongoDB,78
PRJ00405,STU0020,HTML/CSS,20
PRJ00405,STU0020,JavaScript,54
PRJ00406,STU0110,Python,36
PRJ00406,STU0110,Machine Learning,89
PRJ00407,STU0405,Java,77
PRJ00407,STU0405,SQL,78
PRJ00408,STU0445,Python,56
PRJ00408,STU0445,FastAPI,91
PRJ00408,STU0445,Machine Learning,31
PRJ00409,STU0091,JavaScript,98
PRJ00409,STU0091,React,25
PRJ00409,STU0091,Node.js,72
PRJ00409,STU0091,SQL,80
PRJ00410,STU0042,React,87
PRJ00410,STU0042,Node.js,51
PRJ00410,STU0042,MongoDB,53
PRJ00411,STU0343,Docker,89
PRJ00411,STU0343,Git,89
PRJ00411,STU0343,Node.js,17
PRJ00412,STU0459,Docker,83
PRJ00412,STU0459,Git,76
PRJ00412,STU0459,Node.js,48
PRJ00413,STU0102,Python,100
PRJ00413,STU0102,Machine Learning,96
PRJ00414,STU0353,Python,19
PRJ00414,STU0353,Machine Learning,31
PRJ00414,STU0353,Data Science,80
PRJ00415,STU0293,Java,58
PRJ00415,STU0293,SQL,52
PRJ00416,STU0040,React,56
PRJ00416,STU0040,Node.js,76
PRJ00416,STU0040,MongoDB,24
PRJ00417,STU0078,Docker,58
PRJ00417,STU0078,Git,68
PRJ00417,STU0078,Node.js,54
PRJ00418,STU0059,Python,89
PRJ00418,STU0059,Machine Learning,32
PRJ00418,STU0059,Data Science,37
PRJ00419,STU0002,Python,78
PRJ00419,STU0002,Firebase,36
PRJ00420,STU0019,Python,22
PRJ00420,STU0019,Data Science,85
PRJ00420,STU0019,SQL,38
PRJ00421,STU0308,Java,49
PRJ00421,STU0308,SQL,78
PRJ00422,STU0498,Python,83
PRJ00422,STU0498,FastAPI,21
PRJ00422,STU0498,Machine Learning,80
PRJ00423,STU0155,Docker,15
PRJ00423,STU0155,Git,17
PRJ00423,STU0155,Node.js,35
PRJ00424,STU0256,Python,78
PRJ00424,STU0256,FastAPI,18
PRJ00424,STU0256,Machine Learning,43
PRJ00425,STU0181,Java,59
PRJ00425,STU0181,SQL,34
PRJ00426,STU0475,Java,43
PRJ00426,STU0475,SQL,26
PRJ00427,STU0284,React,100
PRJ00427,STU0284,Firebase,87
PRJ00428,STU0146,Java,32
PRJ00428,STU0146,SQL,49
PRJ00429,STU0045,Python,30
PRJ00429,STU0045,Machine Learning,23
PRJ00429,STU0045,Data Science,98
PRJ00430,STU0478,Java,87
PRJ00430,STU0478,SQL,57
PRJ00431,STU0052,Python,83
PRJ00431,STU0052,FastAPI,69
PRJ00431,STU0052,Machine Learning,40
PRJ00432,STU0342,React,16
PRJ00432,STU0342,Node.js,85
PRJ00432,STU0342,MongoDB,23
PRJ00433,STU0283,Java,32
PRJ00433,STU0283,SQL,18
PRJ00434,STU0180,Python,75
PRJ00434,STU0180,Machine Learning,50
PRJ00434,STU0180,Data Science,29
PRJ00435,STU0482,Python,70
PRJ00435,STU0482,Machine Learning,34
PRJ00436,STU0451,Python,47
PRJ00436,STU0451,FastAPI,21
PRJ00436,STU0451,Machine Learning,21
PRJ00437,STU0124,Python,47
PRJ00437,STU0124,FastAPI,61
PRJ00437,STU0124,Machine Learning,21
PRJ00438,STU0079,Python,35
PRJ00438,STU0079,Machine Learning,41
PRJ00438,STU0079,Data Science,20
PRJ00439,STU0172,Java,52
PRJ00439,STU0172,SQL,92
PRJ00440,STU0099,React,55
PRJ00440,STU0099,Firebase,56
PRJ00441,STU0066,Python,35
PRJ00441,STU0066,FastAPI,16
PRJ00441,STU0066,Machine Learning,18
PRJ00442,STU0265,Java,51
PRJ00442,STU0265,SQL,38
PRJ00443,STU0411,Java,14
PRJ00443,STU0411,SQL,34
PRJ00444,STU0082,Python,17
PRJ00444,STU0082,Machine Learning,49
PRJ00445,STU0224,Python,47
PRJ00445,STU0224,FastAPI,11
PRJ00445,STU0224,Machine Learning,67
PRJ00446,STU0279,Docker,66
PRJ00446,STU0279,Git,78
PRJ00446,STU0279,Node.js,21
PRJ00447,STU0376,Java,95
PRJ00447,STU0376,SQL,22
PRJ00448,STU0335,Docker,16
PRJ00448,STU0335,Git,88
PRJ00448,STU0335,Node.js,62
PRJ00449,STU0431,Python,56
PRJ00449,STU0431,Data Science,88
PRJ00449,STU0431,SQL,80
PRJ00450,STU0043,Docker,48
PRJ00450,STU0043,Git,94
PRJ00450,STU0043,Node.js,50
PRJ00451,STU0057,Python,50
PRJ00451,STU0057,Firebase,68
PRJ00452,STU0135,Docker,62
PRJ00452,STU0135,Git,100
PRJ00452,STU0135,Node.js,65
PRJ00453,STU0433,Python,40
PRJ00453,STU0433,Machine Learning,49
PRJ00454,STU0408,Python,51
PRJ00454,STU0408,FastAPI,48
PRJ00454,STU0408,Machine Learning,25
PRJ00455,STU0040,Python,81
PRJ00455,STU0040,Data Science,33
PRJ00455,STU0040,SQL,86
PRJ00456,STU0466,Python,85
PRJ00456,STU0466,Firebase,22
PRJ00457,STU0463,Java,28
PRJ00457,STU0463,SQL,62
PRJ00458,STU0248,React,88
PRJ00458,STU0248,Firebase,86
PRJ00459,STU0131,Docker,44
PRJ00459,STU0131,Git,53
PRJ00459,STU0131,Node.js,29
PRJ00460,STU0275,Python,17
PRJ00460,STU0275,FastAPI,63
PRJ00460,STU0275,Machine Learning,49
PRJ00461,STU0461,Python,97
PRJ00461,STU0461,Data Science,20
PRJ00461,STU0461,SQL,89
PRJ00462,STU0043,React,23
PRJ00462,STU0043,Node.js,12
PRJ00462,STU0043,MongoDB,63
PRJ00463,STU0103,JavaScript,23
PRJ00463,STU0103,React,98
PRJ00463,STU0103,Node.js,58
PRJ00463,STU0103,SQL,92
PRJ00464,STU0382,Python,58
PRJ00464,STU0382,Machine Learning,98
PRJ00464,STU0382,Data Science,88
PRJ00465,STU0473,Python,21
PRJ00465,STU0473,Data Science,12
PRJ00465,STU0473,SQL,17
PRJ00466,STU0434,Docker,99
PRJ00466,STU0434,Git,77
PRJ00466,STU0434,Node.js,91
PRJ00467,STU0407,Python,26
PRJ00467,STU0407,Machine Learning,30
PRJ00467,STU0407,Data Science,95
PRJ00468,STU0250,Java,42
PRJ00468,STU0250,SQL,27
PRJ00469,STU0140,Java,25
PRJ00469,STU0140,SQL,61
PRJ00470,STU0220,Python,78
PRJ00470,STU0220,Data Science,28
PRJ00470,STU0220,SQL,63
PRJ00471,STU0086,Docker,74
PRJ00471,STU0086,Git,26
PRJ00471,STU0086,Node.js,29
PRJ00472,STU0210,React,97
PRJ00472,STU0210,Node.js,20
PRJ00472,STU0210,MongoDB,91
PRJ00473,STU0093,Python,73
PRJ00473,STU0093,Machine Learning,55
PRJ00473,STU0093,Data Science,91
PRJ00474,STU0126,JavaScript,61
PRJ00474,STU0126,React,31
PRJ00474,STU0126,Node.js,93
PRJ00474,STU0126,SQL,58
PRJ00475,STU0400,Python,89
PRJ00475,STU0400,Machine Learning,82
PRJ00476,STU0006,React,58
PRJ00476,STU0006,Node.js,28
PRJ00476,STU0006,MongoDB,13
PRJ00477,STU0408,Python,77
PRJ00477,STU0408,Machine Learning,34
PRJ00478,STU0146,React,90
PRJ00478,STU0146,Firebase,44
PRJ00479,STU0288,React,73
PRJ00479,STU0288,Node.js,83
PRJ00479,STU0288,MongoDB,100
PRJ00480,STU0417,Python,21
PRJ00480,STU0417,Machine Learning,10
PRJ00481,STU0256,Python,11
PRJ00481,STU0256,FastAPI,54
PRJ00481,STU0256,Machine Learning,82
PRJ00482,STU0232,Java,39
PRJ00482,STU0232,SQL,27
PRJ00483,STU0011,React,94
PRJ00483,STU0011,Node.js,91
PRJ00483,STU0011,MongoDB,91
PRJ00484,STU0068,Java,91
PRJ00484,STU0068,SQL,55
PRJ00485,STU0021,Python,73
PRJ00485,STU0021,Machine Learning,26
PRJ00486,STU0425,Python,26
PRJ00486,STU0425,Machine Learning,80
PRJ00486,STU0425,Data Science,90
PRJ00487,STU0386,Python,68
PRJ00487,STU0386,Machine Learning,16
PRJ00488,STU0253,React,100
PRJ00488,STU0253,Firebase,35
PRJ00489,STU0233,Python,30
PRJ00489,STU0233,Firebase,28
PRJ00490,STU0015,Python,13
PRJ00490,STU0015,Data Science,15
PRJ00490,STU0015,SQL,92
PRJ00491,STU0166,Java,94
PRJ00491,STU0166,SQL,69
PRJ00492,STU0098,React,44
PRJ00492,STU0098,Node.js,81
PRJ00492,STU0098,MongoDB,53
PRJ00493,STU0445,Python,88
PRJ00493,STU0445,FastAPI,73
PRJ00493,STU0445,Machine Learning,26
PRJ00494,STU0485,React,42
PRJ00494,STU0485,Node.js,34
PRJ00494,STU0485,MongoDB,81
PRJ00495,STU0314,Python,69
PRJ00495,STU0314,Machine Learning,25
PRJ00495,STU0314,Data Science,28
PRJ00496,STU0299,Python,88
PRJ00496,STU0299,Firebase,54
PRJ00497,STU0386,React,21
PRJ00497,STU0386,Firebase,47
PRJ00498,STU0271,Python,52
PRJ00498,STU0271,Data Science,33
PRJ00498,STU0271,SQL,15
PRJ00499,STU0396,React,52
PRJ00499,STU0396,Node.js,96
PRJ00499,STU0396,MongoDB,75
PRJ00500,STU0393,React,92
PRJ00500,STU0393,Node.js,12
PRJ00500,STU0393,MongoDB,100
PRJ00501,STU0338,Python,28
PRJ00501,STU0338,FastAPI,90
PRJ00501,STU0338,Machine Learning,76
PRJ00502,STU0031,Python,61
PRJ00502,STU0031,Data Science,12
PRJ00502,STU0031,SQL,58
PRJ00503,STU0097,Python,15
PRJ00503,STU0097,Firebase,46
PRJ00504,STU0390,HTML/CSS,80
PRJ00504,STU0390,JavaScript,13
PRJ00505,STU0079,Java,32
PRJ00505,STU0079,SQL,33
PRJ00506,STU0198,Python,43
PRJ00506,STU0198,Firebase,11
PRJ00507,STU0143,Java,63
PRJ00507,STU0143,SQL,55
PRJ00508,STU0053,Java,48
PRJ00508,STU0053,SQL,71
PRJ00509,STU0009,Docker,43
PRJ00509,STU0009,Git,67
PRJ00509,STU0009,Node.js,61
PRJ00510,STU0244,Python,98
PRJ00510,STU0244,FastAPI,87
PRJ00510,STU0244,Machine Learning,53
PRJ00511,STU0475,HTML/CSS,15
PRJ00511,STU0475,JavaScript,84
PRJ00512,STU0078,Java,12
PRJ00512,STU0078,SQL,42
PRJ00513,STU0226,React,20
PRJ00513,STU0226,Node.js,91
PRJ00513,STU0226,MongoDB,74
PRJ00514,STU0196,React,84
PRJ00514,STU0196,Node.js,74
PRJ00514,STU0196,MongoDB,52
PRJ00515,STU0207,Java,65
PRJ00515,STU0207,SQL,60
PRJ00516,STU0266,Java,98
PRJ00516,STU0266,SQL,43
PRJ00517,STU0113,JavaScript,36
PRJ00517,STU0113,React,14
PRJ00517,STU0113,Node.js,22
PRJ00517,STU0113,SQL,59
PRJ00518,STU0123,JavaScript,52
PRJ00518,STU0123,React,90
PRJ00518,STU0123,Node.js,55
PRJ00518,STU0123,SQL,65
PRJ00519,STU0359,React,27
PRJ00519,STU0359,Node.js,38
PRJ00519,STU0359,MongoDB,75
PRJ00520,STU0113,React,81
PRJ00520,STU0113,Node.js,72
PRJ00520,STU0113,MongoDB,77
PRJ00521,STU0403,Python,75
PRJ00521,STU0403,Data Science,75
PRJ00521,STU0403,SQL,66
PRJ00522,STU0376,Python,58
PRJ00522,STU0376,FastAPI,54
PRJ00522,STU0376,Machine Learning,64
PRJ00523,STU0319,Python,99
PRJ00523,STU0319,Firebase,88
PRJ00524,STU0349,JavaScript,89
PRJ00524,STU0349,React,40
PRJ00524,STU0349,Node.js,19
PRJ00524,STU0349,SQL,36
PRJ00525,STU0073,Python,59
PRJ00525,STU0073,FastAPI,94
PRJ00525,STU0073,Machine Learning,16
PRJ00526,STU0091,React,63
PRJ00526,STU0091,Node.js,92
PRJ00526,STU0091,MongoDB,26
PRJ00527,STU0181,Python,27
PRJ00527,STU0181,Firebase,85
PRJ00528,STU0057,Python,12
PRJ00528,STU0057,FastAPI,21
PRJ00528,STU0057,Machine Learning,22
PRJ00529,STU0269,HTML/CSS,34
PRJ00529,STU0269,JavaScript,81
PRJ00530,STU0156,Python,58
PRJ00530,STU0156,Machine Learning,11
PRJ00530,STU0156,Data Science,45
PRJ00531,STU0180,HTML/CSS,71
PRJ00531,STU0180,JavaScript,85
PRJ00532,STU0235,Python,45
PRJ00532,STU0235,FastAPI,95
PRJ00532,STU0235,Machine Learning,67
PRJ00533,STU0397,Python,20
PRJ00533,STU0397,FastAPI,83
PRJ00533,STU0397,Machine Learning,88
PRJ00534,STU0266,React,11
PRJ00534,STU0266,Node.js,37
PRJ00534,STU0266,MongoDB,75
PRJ00535,STU0338,Java,12
PRJ00535,STU0338,SQL,36
PRJ00536,STU0296,React,52
PRJ00536,STU0296,Node.js,25
PRJ00536,STU0296,MongoDB,42
PRJ00537,STU0046,Python,76
PRJ00537,STU0046,Data Science,85
PRJ00537,STU0046,SQL,51
PRJ00538,STU0348,HTML/CSS,41
PRJ00538,STU0348,JavaScript,81
PRJ00539,STU0467,Python,31
PRJ00539,STU0467,FastAPI,82
PRJ00539,STU0467,Machine Learning,47
PRJ00540,STU0214,React,49
PRJ00540,STU0214,Node.js,19
PRJ00540,STU0214,MongoDB,85
PRJ00541,STU0267,React,25
PRJ00541,STU0267,Node.js,43
PRJ00541,STU0267,MongoDB,68
PRJ00542,STU0291,Python,82
PRJ00542,STU0291,Machine Learning,16
PRJ00542,STU0291,Data Science,56
PRJ00543,STU0256,Docker,39
PRJ00543,STU0256,Git,49
PRJ00543,STU0256,Node.js,66
PRJ00544,STU0495,React,26
PRJ00544,STU0495,Node.js,81
PRJ00544,STU0495,MongoDB,40
PRJ00545,STU0034,Python,85
PRJ00545,STU0034,Machine Learning,55
PRJ00545,STU0034,Data Science,21
PRJ00546,STU0112,React,62
PRJ00546,STU0112,Node.js,70
PRJ00546,STU0112,MongoDB,37
PRJ00547,STU0003,Java,91
PRJ00547,STU0003,SQL,17
PRJ00548,STU0071,Python,82
PRJ00548,STU0071,Machine Learning,52
PRJ00549,STU0489,JavaScript,38
PRJ00549,STU0489,React,26
PRJ00549,STU0489,Node.js,94
PRJ00549,STU0489,SQL,60
PRJ00550,STU0300,Docker,73
PRJ00550,STU0300,Git,11
PRJ00550,STU0300,Node.js,81
PRJ00551,STU0243,Docker,42
PRJ00551,STU0243,Git,75
PRJ00551,STU0243,Node.js,76
PRJ00552,STU0205,Docker,61
PRJ00552,STU0205,Git,90
PRJ00552,STU0205,Node.js,77
PRJ00553,STU0160,Java,62
PRJ00553,STU0160,SQL,52
PRJ00554,STU0350,Python,58
PRJ00554,STU0350,Machine Learning,98
PRJ00554,STU0350,Data Science,94
PRJ00555,STU0284,Python,29
PRJ00555,STU0284,Data Science,85
PRJ00555,STU0284,SQL,31
PRJ00556,STU0291,Docker,57
PRJ00556,STU0291,Git,94
PRJ00556,STU0291,Node.js,94
PRJ00557,STU0401,Docker,78
PRJ00557,STU0401,Git,94
PRJ00557,STU0401,Node.js,33
PRJ00558,STU0227,React,30
PRJ00558,STU0227,Node.js,77
PRJ00558,STU0227,MongoDB,31
PRJ00559,STU0182,Java,78
PRJ00559,STU0182,SQL,10
PRJ00560,STU0015,Docker,24
PRJ00560,STU0015,Git,77
PRJ00560,STU0015,Node.js,37
PRJ00561,STU0315,Docker,29
PRJ00561,STU0315,Git,41
PRJ00561,STU0315,Node.js,57
PRJ00562,STU0192,Java,36
PRJ00562,STU0192,SQL,15
PRJ00563,STU0207,Python,65
PRJ00563,STU0207,FastAPI,75
PRJ00563,STU0207,Machine Learning,75
PRJ00564,STU0430,Python,53
PRJ00564,STU0430,FastAPI,64
PRJ00564,STU0430,Machine Learning,78
PRJ00565,STU0055,Python,48
PRJ00565,STU0055,Machine Learning,97
PRJ00566,STU0354,Python,64
PRJ00566,STU0354,Machine Learning,72
PRJ00567,STU0262,React,62
PRJ00567,STU0262,Node.js,91
PRJ00567,STU0262,MongoDB,73
PRJ00568,STU0288,React,74
PRJ00568,STU0288,Node.js,12
PRJ00568,STU0288,MongoDB,88
PRJ00569,STU0328,Java,61
PRJ00569,STU0328,SQL,45
PRJ00570,STU0480,Python,51
PRJ00570,STU0480,FastAPI,80
PRJ00570,STU0480,Machine Learning,38
PRJ00571,STU0001,Java,71
PRJ00571,STU0001,SQL,44
PRJ00572,STU0105,JavaScript,45
PRJ00572,STU0105,React,83
PRJ00572,STU0105,Node.js,51
PRJ00572,STU0105,SQL,83
PRJ00573,STU0201,Python,70
PRJ00573,STU0201,FastAPI,52
PRJ00573,STU0201,Machine Learning,28
PRJ00574,STU0095,Java,20
PRJ00574,STU0095,SQL,39
PRJ00575,STU0349,Python,55
PRJ00575,STU0349,Firebase,91
PRJ00576,STU0012,Java,35
PRJ00576,STU0012,SQL,20
PRJ00577,STU0380,React,71
PRJ00577,STU0380,Node.js,51
PRJ00577,STU0380,MongoDB,54
PRJ00578,STU0149,Python,97
PRJ00578,STU0149,FastAPI,100
PRJ00578,STU0149,Machine Learning,52
PRJ00579,STU0141,Java,86
