student_id,course_id,marks,grade
STU0131,CRS002,55,C
STU0131,CRS001,94,A
STU0131,CRS014,92,A
STU0132,CRS013,61,C
STU0132,CRS007,73,B
STU0132,CRS002,89,A
STU0132,CRS014,77,B+
STU0132,CRS003,81,B+
STU0132,CRS011,71,B
STU0132,CRS015,79,B+
STU0132,CRS009,96,A
STU0132,CRS005,86,A
STU0133,CRS010,80,B+
STU0133,CRS008,76,B+
STU0133,CRS001,70,B
STU0133,CRS003,58,C
STU0133,CRS005,85,A
STU0133,CRS007,72,B
STU0133,CRS012,78,B+
STU0133,CRS015,56,C
STU0133,CRS013,76,B+
STU0134,CRS005,63,C
STU0134,CRS015,74,B
STU0134,CRS008,83,B+
STU0134,CRS012,75,B+
STU0134,CRS011,72,B
STU0134,CRS002,81,B+
STU0134,CRS004,93,A
STU0135,CRS002,87,A
STU0135,CRS004,65,B
STU0135,CRS008,59,C
STU0135,CRS014,74,B
STU0135,CRS007,87,A
STU0135,CRS013,80,B+
STU0135,CRS009,63,C
STU0135,CRS006,88,A
STU0135,CRS011,91,A
STU0135,CRS001,56,C
STU0136,CRS004,84,B+
STU0136,CRS014,58,C
STU0136,CRS015,78,B+
STU0136,CRS001,67,B
STU0136,CRS013,72,B
STU0136,CRS012,78,B+
STU0137,CRS009,86,A
STU0137,CRS007,93,A
STU0137,CRS011,83,B+
STU0137,CRS002,66,B
STU0137,CRS013,85,A
STU0137,CRS001,92,A
STU0137,CRS004,90,A
STU0137,CRS006,77,B+
STU0138,CRS003,79,B+
STU0138,CRS014,58,C
STU0138,CRS005,65,B
STU0138,CRS012,91,A
STU0138,CRS002,68,B
STU0138,CRS013,69,B
STU0138,CRS001,96,A
STU0139,CRS011,56,C
STU0139,CRS004,98,A
STU0139,CRS005,55,C
STU0139,CRS015,85,A
STU0139,CRS007,63,C
STU0139,CRS009,96,A
STU0140,CRS010,74,B
STU0140,CRS013,96,A
STU0140,CRS001,72,B
STU0140,CRS004,82,B+
STU0140,CRS005,79,B+
STU0140,CRS015,77,B+
STU0141,CRS005,55,C
STU0141,CRS004,87,A
STU0141,CRS008,97,A
STU0141,CRS015,78,B+
STU0141,CRS011,90,A
STU0141,CRS009,96,A
STU0141,CRS007,93,A
STU0141,CRS002,93,A
STU0142,CRS005,95,A
STU0142,CRS011,75,B+
STU0142,CRS002,72,B
STU0142,CRS008,71,B
STU0142,CRS013,96,A
STU0142,CRS006,96,A
STU0142,CRS015,74,B
STU0143,CRS003,80,B+
STU0143,CRS009,97,A
STU0143,CRS013,75,B+
STU0143,CRS004,98,A
STU0143,CRS001,63,C
STU0143,CRS010,56,C
STU0144,CRS008,69,B
STU0144,CRS005,98,A
STU0144,CRS014,89,A
STU0144,CRS007,95,A
STU0144,CRS012,85,A
STU0144,CRS011,97,A
STU0144,CRS001,77,B+
STU0144,CRS004,87,A
STU0144,CRS003,74,B
STU0144,CRS006,65,B
STU0145,CRS015,66,B
STU0145,CRS009,98,A
STU0145,CRS003,76,B+
STU0145,CRS005,96,A
STU0145,CRS002,60,C
STU0145,CRS008,69,B
STU0145,CRS013,77,B+
STU0145,CRS012,69,B
STU0145,CRS006,74,B
STU0145,CRS010,81,B+
STU0146,CRS006,58,C
STU0146,CRS005,95,A
STU0146,CRS010,92,A
STU0146,CRS014,92,A
STU0146,CRS008,94,A
STU0146,CRS002,59,C
STU0146,CRS011,85,A
STU0147,CRS009,81,B+
STU0147,CRS002,58,C
STU0147,CRS011,64,C
STU0147,CRS007,63,C
STU0147,CRS015,67,B
STU0147,CRS005,76,B+
STU0148,CRS010,95,A
STU0148,CRS008,66,B
STU0148,CRS003,75,B+
STU0148,CRS006,95,A
STU0148,CRS013,58,C
STU0148,CRS002,55,C
STU0148,CRS014,83,B+
STU0148,CRS012,72,B
STU0149,CRS013,60,C
STU0149,CRS015,63,C
STU0149,CRS003,94,A
STU0149,CRS010,82,B+
STU0149,CRS014,95,A
STU0149,CRS008,82,B+
STU0150,CRS007,55,C
STU0150,CRS008,75,B+
STU0150,CRS015,88,A
STU0150,CRS001,67,B
STU0150,CRS012,56,C
STU0150,CRS009,98,A
STU0150,CRS004,55,C
STU0150,CRS006,95,A
STU0151,CRS004,74,B
STU0151,CRS015,65,B
STU0151,CRS012,59,C
STU0151,CRS006,57,C
STU0151,CRS005,74,B
STU0151,CRS003,73,B
STU0151,CRS002,84,B+
STU0151,CRS007,88,A
STU0151,CRS011,93,A
STU0151,CRS008,88,A
STU0152,CRS007,65,B
STU0152,CRS011,80,B+
STU0152,CRS003,56,C
STU0152,CRS006,69,B
STU0152,CRS008,69,B
STU0152,CRS012,63,C
STU0152,CRS004,68,B
STU0153,CRS001,89,A
STU0153,CRS010,94,A
STU0153,CRS009,58,C
STU0153,CRS003,93,A
STU0153,CRS002,58,C
STU0153,CRS006,97,A
STU0153,CRS015,61,C
STU0153,CRS007,96,A
STU0153,CRS014,56,C
STU0153,CRS012,58,C
STU0154,CRS002,68,B
STU0154,CRS007,98,A
STU0154,CRS008,95,A
STU0154,CRS014,55,C
STU0154,CRS015,74,B
STU0154,CRS009,81,B+
STU0154,CRS005,97,A
STU0154,CRS013,61,C
STU0154,CRS006,97,A
STU0154,CRS011,88,A
STU0155,CRS010,94,A
STU0155,CRS015,62,C
STU0155,CRS012,73,B
STU0155,CRS003,62,C
STU0155,CRS007,61,C
STU0155,CRS002,86,A
STU0155,CRS009,67,B
STU0156,CRS004,57,C
STU0156,CRS013,90,A
STU0156,CRS005,86,A
STU0156,CRS009,68,B
STU0156,CRS015,85,A
STU0156,CRS006,76,B+
STU0156,CRS007,70,B
STU0156,CRS014,55,C
STU0156,CRS002,55,C
STU0157,CRS002,61,C
STU0157,CRS015,71,B
STU0157,CRS010,96,A
STU0157,CRS011,69,B
STU0157,CRS008,84,B+
STU0157,CRS003,73,B
STU0157,CRS014,71,B
STU0157,CRS009,84,B+
STU0157,CRS006,58,C
STU0157,CRS007,61,C
STU0158,CRS014,82,B+
STU0158,CRS001,62,C
STU0158,CRS005,61,C
STU0158,CRS006,57,C
STU0158,CRS011,55,C
STU0158,CRS012,63,C
STU0159,CRS011,66,B
STU0159,CRS003,62,C
STU0159,CRS006,80,B+
STU0159,CRS013,80,B+
STU0159,CRS008,84,B+
STU0159,CRS010,72,B
STU0159,CRS005,79,B+
STU0159,CRS002,85,A
STU0159,CRS014,81,B+
STU0159,CRS007,96,A
STU0160,CRS002,61,C
STU0160,CRS003,81,B+
STU0160,CRS012,92,A
STU0160,CRS013,85,A
STU0160,CRS001,91,A
STU0160,CRS014,98,A
STU0161,CRS003,86,A
STU0161,CRS010,62,C
STU0161,CRS007,81,B+
STU0161,CRS006,83,B+
STU0161,CRS014,57,C
STU0161,CRS001,59,C
STU0161,CRS015,71,B
STU0161,CRS008,96,A
STU0162,CRS001,97,A
STU0162,CRS012,76,B+
STU0162,CRS011,88,A
STU0162,CRS009,88,A
STU0162,CRS010,94,A
STU0162,CRS013,61,C
STU0162,CRS004,82,B+
STU0163,CRS012,65,B
STU0163,CRS004,87,A
STU0163,CRS008,85,A
STU0163,CRS006,86,A
STU0163,CRS011,65,B
STU0163,CRS007,59,C
STU0163,CRS003,86,A
STU0163,CRS001,75,B+
STU0163,CRS013,70,B
STU0163,CRS015,76,B+
STU0164,CRS001,70,B
STU0164,CRS009,60,C
STU0164,CRS004,84,B+
STU0164,CRS014,83,B+
STU0164,CRS011,91,A
STU0164,CRS007,83,B+
STU0164,CRS010,60,C
STU0165,CRS008,81,B+
STU0165,CRS006,57,C
STU0165,CRS002,90,A
STU0165,CRS015,90,A
STU0165,CRS011,55,C
STU0165,CRS001,60,C
STU0165,CRS013,93,A
STU0165,CRS007,94,A
STU0166,CRS005,69,B
STU0166,CRS009,84,B+
STU0166,CRS014,76,B+
STU0166,CRS004,90,A
STU0166,CRS011,94,A
STU0166,CRS008,93,A
STU0166,CRS006,85,A
STU0166,CRS013,97,A
STU0166,CRS007,78,B+
STU0166,CRS001,83,B+
STU0167,CRS002,76,B+
STU0167,CRS013,77,B+
STU0167,CRS011,95,A
STU0167,CRS004,73,B
STU0167,CRS001,90,A
STU0168,CRS006,71,B
STU0168,CRS012,94,A
STU0168,CRS002,67,B
STU0168,CRS001,67,B
STU0168,CRS003,62,C
STU0168,CRS008,80,B+
STU0168,CRS011,68,B
STU0168,CRS007,84,B+
STU0168,CRS014,67,B
STU0169,CRS006,92,A
STU0169,CRS002,87,A
STU0169,CRS013,63,C
STU0169,CRS007,86,A
STU0169,CRS001,55,C
STU0169,CRS010,88,A
STU0169,CRS014,58,C
STU0169,CRS008,90,A
STU0169,CRS004,82,B+
STU0169,CRS015,92,A
STU0170,CRS015,79,B+
STU0170,CRS009,97,A
STU0170,CRS013,93,A
STU0170,CRS003,93,A
STU0170,CRS010,75,B+
STU0170,CRS012,87,A
STU0170,CRS011,79,B+
STU0170,CRS002,81,B+
STU0171,CRS015,63,C
STU0171,CRS012,63,C
STU0171,CRS013,81,B+
STU0171,CRS004,93,A
STU0171,CRS005,87,A
STU0171,CRS007,74,B
STU0171,CRS006,90,A
STU0171,CRS011,75,B+
STU0171,CRS014,90,A
STU0172,CRS004,95,A
STU0172,CRS015,75,B+
STU0172,CRS014,62,C
STU0172,CRS010,77,B+
STU0172,CRS005,90,A
STU0172,CRS006,85,A
STU0172,CRS003,92,A
STU0172,CRS009,91,A
STU0172,CRS011,97,A
STU0172,CRS007,81,B+
STU0173,CRS012,64,C
STU0173,CRS014,58,C
STU0173,CRS009,97,A
STU0173,CRS005,58,C
STU0173,CRS007,67,B
STU0173,CRS001,72,B
STU0173,CRS013,65,B
STU0173,CRS002,73,B
STU0173,CRS010,98,A
STU0173,CRS004,71,B
STU0174,CRS014,57,C
STU0174,CRS001,77,B+
STU0174,CRS012,83,B+
STU0174,CRS005,61,C
STU0174,CRS004,94,A
STU0174,CRS009,98,A
STU0175,CRS009,73,B
STU0175,CRS014,97,A
STU0175,CRS004,58,C
STU0175,CRS012,79,B+
STU0175,CRS011,79,B+
STU0175,CRS015,81,B+
STU0175,CRS007,98,A
STU0175,CRS013,75,B+
STU0175,CRS005,90,A
STU0175,CRS006,58,C
STU0176,CRS012,69,B
STU0176,CRS005,95,A
STU0176,CRS004,96,A
STU0176,CRS010,78,B+
STU0176,CRS008,92,A
STU0177,CRS012,59,C
STU0177,CRS010,66,B
STU0177,CRS004,66,B
STU0177,CRS015,87,A
STU0177,CRS013,62,C
STU0177,CRS005,79,B+
STU0177,CRS008,57,C
STU0177,CRS003,82,B+
STU0177,CRS006,72,B
STU0178,CRS005,64,C
STU0178,CRS003,57,C
STU0178,CRS014,64,C
STU0178,CRS010,75,B+
STU0178,CRS015,93,A
STU0178,CRS001,58,C
STU0178,CRS006,95,A
STU0178,CRS008,94,A
STU0178,CRS009,97,A
STU0179,CRS008,88,A
STU0179,CRS013,69,B
STU0179,CRS010,66,B
STU0179,CRS009,88,A
STU0179,CRS006,59,C
STU0179,CRS002,87,A
STU0179,CRS011,65,B
STU0180,CRS009,76,B+
STU0180,CRS015,78,B+
STU0180,CRS007,73,B
STU0180,CRS002,68,B
STU0180,CRS006,94,A
STU0180,CRS004,88,A
STU0180,CRS010,85,A
STU0180,CRS011,90,A
STU0181,CRS001,79,B+
STU0181,CRS002,62,C
STU0181,CRS011,79,B+
STU0181,CRS006,71,B
STU0181,CRS008,89,A
STU0181,CRS004,73,B
STU0181,CRS010,56,C
STU0181,CRS015,88,A
STU0181,CRS012,78,B+
STU0181,CRS003,87,A
STU0182,CRS008,65,B
STU0182,CRS015,89,A
STU0182,CRS001,89,A
STU0182,CRS005,55,C
STU0182,CRS011,95,A
STU0182,CRS004,59,C
STU0182,CRS006,68,B
STU0182,CRS002,97,A
STU0182,CRS013,95,A
STU0183,CRS014,82,B+
STU0183,CRS011,96,A
STU0183,CRS007,59,C
STU0183,CRS002,98,A
STU0183,CRS004,64,C
STU0183,CRS009,56,C
STU0184,CRS012,90,A
STU0184,CRS006,59,C
STU0184,CRS001,91,A
STU0184,CRS002,69,B
STU0184,CRS015,71,B
STU0184,CRS013,81,B+
STU0184,CRS003,79,B+
STU0184,CRS005,83,B+
STU0185,CRS007,94,A
STU0185,CRS015,59,C
STU0185,CRS006,92,A
STU0185,CRS001,57,C
STU0185,CRS014,59,C
STU0185,CRS002,77,B+
STU0185,CRS009,87,A
STU0185,CRS012,61,C
STU0185,CRS013,73,B
STU0185,CRS011,98,A
STU0186,CRS010,85,A
STU0186,CRS002,65,B
STU0186,CRS005,89,A
STU0186,CRS008,69,B
STU0186,CRS007,63,C
STU0186,CRS011,80,B+
STU0186,CRS001,89,A
STU0187,CRS011,90,A
STU0187,CRS003,90,A
STU0187,CRS005,64,C
STU0187,CRS015,62,C
STU0187,CRS012,57,C
STU0187,CRS006,55,C
STU0187,CRS001,91,A
STU0188,CRS007,96,A
STU0188,CRS009,87,A
STU0188,CRS014,64,C
STU0188,CRS002,65,B
STU0188,CRS005,66,B
STU0188,CRS004,69,B
STU0188,CRS006,94,A
STU0188,CRS010,71,B
STU0188,CRS008,67,B
STU0189,CRS003,90,A
STU0189,CRS011,84,B+
STU0189,CRS013,96,A
STU0189,CRS010,90,A
STU0189,CRS001,59,C
STU0190,CRS011,76,B+
STU0190,CRS002,77,B+
STU0190,CRS005,63,C
STU0190,CRS014,97,A
STU0190,CRS004,96,A
STU0190,CRS010,70,B
STU0190,CRS008,61,C
STU0191,CRS010,94,A
STU0191,CRS002,97,A
STU0191,CRS004,74,B
STU0191,CRS006,92,A
STU0191,CRS008,64,C
STU0191,CRS011,91,A
STU0191,CRS012,91,A
STU0192,CRS013,69,B
STU0192,CRS006,96,A
STU0192,CRS007,82,B+
STU0192,CRS003,72,B
STU0192,CRS001,78,B+
STU0192,CRS014,63,C
STU0192,CRS004,98,A
STU0193,CRS006,93,A
STU0193,CRS008,60,C
STU0193,CRS014,72,B
STU0193,CRS013,63,C
STU0193,CRS015,89,A
STU0193,CRS005,67,B
STU0193,CRS012,71,B
STU0193,CRS002,95,A
STU0193,CRS009,59,C
STU0193,CRS011,59,C
STU0194,CRS014,92,A
STU0194,CRS009,80,B+
STU0194,CRS011,92,A
STU0194,CRS001,68,B
STU0194,CRS010,57,C
STU0195,CRS005,92,A
STU0195,CRS009,73,B
STU0195,CRS014,63,C
STU0195,CRS008,84,B+
STU0195,CRS011,87,A
STU0195,CRS003,87,A
STU0195,CRS006,60,C
STU0195,CRS007,80,B+
STU0195,CRS002,78,B+
STU0196,CRS001,65,B
STU0196,CRS011,66,B
STU0196,CRS004,91,A
STU0196,CRS010,91,A
STU0196,CRS014,97,A
STU0196,CRS003,64,C
STU0196,CRS009,85,A
STU0196,CRS012,77,B+
STU0196,CRS013,57,C
STU0197,CRS013,69,B
STU0197,CRS008,57,C
STU0197,CRS004,97,A
STU0197,CRS002,68,B
STU0197,CRS005,88,A
STU0197,CRS006,78,B+
STU0198,CRS008,71,B
STU0198,CRS015,92,A
STU0198,CRS001,89,A
STU0198,CRS013,91,A
STU0198,CRS011,66,B
STU0198,CRS006,79,B+
STU0198,CRS002,96,A
STU0198,CRS005,79,B+
STU0199,CRS010,88,A
STU0199,CRS011,80,B+
STU0199,CRS002,77,B+
STU0199,CRS009,77,B+
STU0199,CRS005,86,A
STU0199,CRS007,85,A
STU0199,CRS004,93,A
STU0200,CRS009,59,C
STU0200,CRS003,87,A
STU0200,CRS008,96,A
STU0200,CRS014,72,B
STU0200,CRS004,68,B
STU0201,CRS003,81,B+
STU0201,CRS015,76,B+
STU0201,CRS006,62,C
STU0201,CRS010,85,A
STU0201,CRS002,98,A
STU0201,CRS004,85,A
STU0202,CRS004,63,C
STU0202,CRS010,91,A
STU0202,CRS003,92,A
STU0202,CRS011,65,B
STU0202,CRS007,63,C
STU0202,CRS001,95,A
STU0202,CRS015,87,A
STU0202,CRS014,57,C
STU0203,CRS003,97,A
STU0203,CRS001,73,B
STU0203,CRS015,60,C
STU0203,CRS005,68,B
STU0203,CRS013,83,B+
STU0203,CRS009,93,A
STU0203,CRS007,85,A
STU0203,CRS014,85,A
STU0203,CRS006,65,B
STU0204,CRS014,94,A
STU0204,CRS007,97,A
STU0204,CRS010,87,A
STU0204,CRS003,71,B
STU0204,CRS013,65,B
STU0204,CRS012,98,A
STU0205,CRS015,79,B+
STU0205,CRS008,63,C
STU0205,CRS010,61,C
STU0205,CRS013,56,C
STU0205,CRS002,67,B
STU0205,CRS004,88,A
STU0205,CRS007,87,A
STU0206,CRS007,87,A
STU0206,CRS014,62,C
STU0206,CRS003,60,C
STU0206,CRS010,85,A
STU0206,CRS002,97,A
STU0206,CRS013,63,C
STU0206,CRS008,93,A
STU0206,CRS001,89,A
STU0206,CRS015,55,C
STU0206,CRS005,98,A
STU0207,CRS007,79,B+
STU0207,CRS009,77,B+
STU0207,CRS015,92,A
STU0207,CRS006,91,A
STU0207,CRS001,61,C
STU0207,CRS014,82,B+
STU0207,CRS013,63,C
STU0207,CRS004,71,B
STU0207,CRS010,85,A
STU0207,CRS008,69,B
STU0208,CRS005,67,B
STU0208,CRS010,55,C
STU0208,CRS009,55,C
STU0208,CRS007,91,A
STU0208,CRS015,88,A
STU0209,CRS009,75,B+
STU0209,CRS001,81,B+
STU0209,CRS007,78,B+
STU0209,CRS011,61,C
STU0209,CRS004,64,C
STU0210,CRS011,98,A
STU0210,CRS010,80,B+
STU0210,CRS005,68,B
STU0210,CRS013,81,B+
STU0210,CRS009,90,A
STU0210,CRS007,90,A
STU0210,CRS006,85,A
STU0210,CRS012,66,B
STU0211,CRS009,80,B+
STU0211,CRS015,63,C
STU0211,CRS008,97,A
STU0211,CRS005,62,C
STU0211,CRS012,69,B
STU0211,CRS010,83,B+
STU0211,CRS006,65,B
STU0212,CRS004,94,A
STU0212,CRS009,98,A
STU0212,CRS007,58,C
STU0212,CRS006,65,B
STU0212,CRS014,79,B+
STU0213,CRS001,69,B
STU0213,CRS013,78,B+
STU0213,CRS002,60,C
STU0213,CRS003,93,A
STU0213,CRS008,57,C
STU0213,CRS010,79,B+
STU0213,CRS007,80,B+
STU0213,CRS014,94,A
STU0213,CRS015,96,A
STU0213,CRS012,88,A
STU0214,CRS012,55,C
STU0214,CRS010,67,B
STU0214,CRS001,97,A
STU0214,CRS003,88,A
STU0214,CRS011,73,B
STU0214,CRS008,67,B
STU0214,CRS014,57,C
STU0215,CRS009,96,A
STU0215,CRS015,55,C
STU0215,CRS012,65,B
STU0215,CRS004,60,C
STU0215,CRS010,72,B
STU0215,CRS003,80,B+
STU0215,CRS001,77,B+
STU0215,CRS006,97,A
STU0215,CRS002,80,B+
STU0216,CRS010,90,A
STU0216,CRS004,92,A
STU0216,CRS009,77,B+
STU0216,CRS001,77,B+
STU0216,CRS002,72,B
STU0216,CRS011,69,B
STU0216,CRS013,93,A
STU0216,CRS005,67,B
STU0217,CRS015,90,A
STU0217,CRS007,59,C
STU0217,CRS010,87,A
STU0217,CRS001,73,B
STU0217,CRS005,76,B+
STU0217,CRS003,62,C
STU0217,CRS014,87,A
STU0217,CRS002,71,B
STU0218,CRS014,76,B+
STU0218,CRS013,84,B+
STU0218,CRS010,98,A
STU0218,CRS005,84,B+
STU0218,CRS008,92,A
STU0218,CRS007,56,C
STU0218,CRS011,85,A
STU0218,CRS004,62,C
STU0218,CRS015,71,B
STU0219,CRS007,69,B
STU0219,CRS011,75,B+
STU0219,CRS013,81,B+
STU0219,CRS004,77,B+
STU0219,CRS014,88,A
STU0220,CRS001,90,A
STU0220,CRS012,66,B
STU0220,CRS005,85,A
STU0220,CRS004,75,B+
STU0220,CRS013,77,B+
STU0220,CRS002,68,B
STU0220,CRS007,91,A
STU0220,CRS006,72,B
STU0220,CRS015,66,B
STU0221,CRS011,67,B
STU0221,CRS004,70,B
STU0221,CRS008,94,A
STU0221,CRS012,77,B+
STU0221,CRS014,64,C
STU0221,CRS015,61,C
STU0221,CRS010,62,C
STU0221,CRS005,60,C
STU0221,CRS002,98,A
STU0221,CRS007,97,A
STU0222,CRS010,86,A
STU0222,CRS001,91,A
STU0222,CRS013,72,B
STU0222,CRS009,86,A
STU0222,CRS014,66,B
STU0222,CRS008,87,A
STU0222,CRS006,72,B
STU0222,CRS012,80,B+
STU0223,CRS013,85,A
STU0223,CRS010,89,A
STU0223,CRS003,57,C
STU0223,CRS001,87,A
STU0223,CRS009,77,B+
STU0223,CRS007,80,B+
STU0224,CRS013,68,B
STU0224,CRS003,79,B+
STU0224,CRS008,92,A
STU0224,CRS002,61,C
STU0224,CRS009,75,B+
STU0224,CRS015,78,B+
STU0224,CRS006,94,A
STU0224,CRS001,71,B
STU0224,CRS010,66,B
STU0224,CRS011,90,A
STU0225,CRS004,86,A
STU0225,CRS005,82,B+
STU0225,CRS008,68,B
STU0225,CRS010,81,B+
STU0225,CRS006,78,B+
STU0225,CRS011,78,B+
STU0225,CRS003,80,B+
STU0226,CRS008,72,B
STU0226,CRS003,70,B
STU0226,CRS010,90,A
STU0226,CRS014,82,B+
STU0226,CRS013,79,B+
STU0226,CRS004,67,B
STU0226,CRS002,64,C
STU0227,CRS003,88,A
STU0227,CRS008,89,A
STU0227,CRS013,75,B+
STU0227,CRS001,86,A
STU0227,CRS015,74,B
STU0227,CRS007,71,B
STU0227,CRS014,90,A
STU0227,CRS011,91,A
STU0227,CRS010,58,C
STU0227,CRS006,80,B+
STU0228,CRS012,85,A
STU0228,CRS003,95,A
STU0228,CRS001,61,C
STU0228,CRS004,83,B+
STU0228,CRS005,76,B+
STU0229,CRS006,81,B+
STU0229,CRS015,62,C
STU0229,CRS009,77,B+
STU0229,CRS013,98,A
STU0229,CRS005,93,A
STU0229,CRS014,67,B
STU0229,CRS001,91,A
STU0230,CRS011,83,B+
STU0230,CRS015,60,C
STU0230,CRS009,79,B+
STU0230,CRS003,94,A
STU0230,CRS005,73,B
STU0230,CRS006,84,B+
STU0230,CRS010,95,A
STU0230,CRS008,64,C
STU0230,CRS007,65,B
STU0231,CRS013,76,B+
STU0231,CRS006,69,B
STU0231,CRS007,75,B+
STU0231,CRS011,75,B+
STU0231,CRS010,96,A
STU0231,CRS012,73,B
STU0231,CRS015,72,B
STU0231,CRS002,93,A
STU0231,CRS001,96,A
STU0231,CRS008,80,B+
STU0232,CRS015,81,B+
STU0232,CRS008,65,B
STU0232,CRS013,66,B
STU0232,CRS006,56,C
STU0232,CRS010,63,C
STU0232,CRS009,70,B
STU0232,CRS014,97,A
STU0233,CRS012,61,C
STU0233,CRS015,61,C
STU0233,CRS014,59,C
STU0233,CRS002,85,A
STU0233,CRS004,90,A
STU0233,CRS003,58,C
STU0233,CRS007,56,C
STU0234,CRS009,96,A
STU0234,CRS013,79,B+
STU0234,CRS002,74,B
STU0234,CRS014,69,B
STU0234,CRS005,70,B
STU0234,CRS010,73,B
STU0234,CRS003,83,B+
STU0234,CRS012,95,A
STU0235,CRS003,75,B+
STU0235,CRS009,85,A
STU0235,CRS015,84,B+
STU0235,CRS001,89,A
STU0235,CRS012,72,B
STU0235,CRS006,90,A
STU0236,CRS003,88,A
STU0236,CRS012,95,A
STU0236,CRS009,95,A
STU0236,CRS015,89,A
STU0236,CRS010,74,B
STU0236,CRS011,77,B+
STU0236,CRS008,85,A
STU0236,CRS007,89,A
STU0237,CRS013,71,B
STU0237,CRS002,64,C
STU0237,CRS008,74,B
STU0237,CRS005,55,C
STU0237,CRS006,55,C
STU0237,CRS007,88,A
STU0238,CRS006,85,A
STU0238,CRS005,74,B
STU0238,CRS008,55,C
STU0238,CRS009,82,B+
STU0238,CRS001,73,B
STU0238,CRS013,93,A
STU0239,CRS013,90,A
STU0239,CRS001,82,B+
STU0239,CRS009,80,B+
STU0239,CRS006,70,B
STU0239,CRS004,65,B
STU0239,CRS007,96,A
STU0240,CRS014,73,B
STU0240,CRS007,96,A
STU0240,CRS004,89,A
STU0240,CRS005,72,B
STU0240,CRS002,81,B+
STU0240,CRS015,67,B
STU0240,CRS013,59,C
STU0240,CRS012,66,B
STU0241,CRS005,72,B
STU0241,CRS002,94,A
STU0241,CRS011,86,A
STU0241,CRS008,67,B
STU0241,CRS010,75,B+
STU0241,CRS012,56,C
STU0242,CRS001,72,B
STU0242,CRS009,63,C
STU0242,CRS015,83,B+
STU0242,CRS003,55,C
STU0242,CRS002,69,B
STU0242,CRS005,60,C
STU0243,CRS001,86,A
STU0243,CRS008,78,B+
STU0243,CRS004,84,B+
STU0243,CRS006,57,C
STU0243,CRS007,76,B+
STU0243,CRS005,60,C
STU0244,CRS001,85,A
STU0244,CRS005,66,B
STU0244,CRS013,67,B
STU0244,CRS007,71,B
STU0244,CRS002,79,B+
STU0244,CRS009,55,C
STU0245,CRS013,70,B
STU0245,CRS012,57,C
STU0245,CRS004,67,B
STU0245,CRS007,84,B+
STU0245,CRS008,61,C
STU0246,CRS011,57,C
STU0246,CRS004,90,A
STU0246,CRS008,88,A
STU0246,CRS007,62,C
STU0246,CRS015,71,B
STU0246,CRS005,85,A
STU0246,CRS006,95,A
STU0246,CRS003,74,B
STU0246,CRS009,67,B
STU0247,CRS015,75,B+
STU0247,CRS001,55,C
STU0247,CRS011,65,B
STU0247,CRS004,72,B
STU0247,CRS002,92,A
STU0247,CRS012,62,C
STU0247,CRS007,80,B+
STU0248,CRS001,64,C
STU0248,CRS015,78,B+
STU0248,CRS010,60,C
STU0248,CRS012,70,B
STU0248,CRS008,65,B
STU0248,CRS013,86,A
STU0249,CRS011,58,C
STU0249,CRS010,77,B+
STU0249,CRS006,96,A
STU0249,CRS015,64,C
STU0249,CRS001,89,A
STU0250,CRS003,96,A
STU0250,CRS008,77,B+
STU0250,CRS004,83,B+
STU0250,CRS006,67,B
STU0250,CRS009,56,C
STU0251,CRS007,89,A
STU0251,CRS006,86,A
STU0251,CRS012,67,B
STU0251,CRS003,91,A
STU0251,CRS005,66,B
STU0251,CRS001,89,A
STU0251,CRS008,77,B+
STU0251,CRS009,75,B+
STU0251,CRS011,84,B+
STU0251,CRS013,72,B
STU0252,CRS015,71,B
STU0252,CRS014,89,A
STU0252,CRS009,78,B+
STU0252,CRS003,84,B+
STU0252,CRS002,55,C
STU0252,CRS013,95,A
STU0252,CRS012,87,A
STU0252,CRS008,79,B+
STU0252,CRS010,66,B
STU0253,CRS010,75,B+
STU0253,CRS014,59,C
STU0253,CRS006,97,A
STU0253,CRS015,89,A
STU0253,CRS004,79,B+
STU0254,CRS009,73,B
STU0254,CRS011,75,B+
STU0254,CRS008,81,B+
STU0254,CRS015,96,A
STU0254,CRS003,75,B+
STU0254,CRS010,62,C
STU0255,CRS009,66,B
STU0255,CRS011,57,C
STU0255,CRS002,67,B
STU0255,CRS001,61,C
STU0255,CRS003,86,A
STU0256,CRS002,88,A
STU0256,CRS001,94,A
STU0256,CRS010,92,A
STU0256,CRS011,71,B
STU0256,CRS007,58,C
STU0256,CRS008,78,B+
STU0257,CRS010,60,C
STU0257,CRS012,84,B+
STU0257,CRS002,95,A
STU0257,CRS001,58,C
STU0257,CRS004,78,B+
STU0257,CRS008,90,A
STU0258,CRS015,74,B
STU0258,CRS007,59,C
STU0258,CRS006,68,B
STU0258,CRS012,88,A
STU0258,CRS001,61,C
STU0258,CRS010,61,C
STU0258,CRS005,69,B
STU0258,CRS011,89,A
STU0258,CRS013,79,B+
STU0258,CRS008,67,B
STU0259,CRS009,90,A
STU0259,CRS011,90,A
STU0259,CRS004,81,B+
STU0259,CRS010,61,C
STU0259,CRS014,95,A
STU0259,CRS003,91,A
STU0260,CRS011,66,B
STU0260,CRS008,90,A
STU0260,CRS012,80,B+
STU0260,CRS015,87,A
STU0260,CRS007,76,B+
STU0260,CRS002,97,A
STU0260,CRS003,65,B
STU0261,CRS010,95,A
STU0261,CRS008,82,B+
